330014,0
450024,0
460041,0
110095,0.166666667
310019,0.166666667
310047,0.166666667
360074,0.166666667
440082,0.166666667
450056,0.166666667
520087,0.166666667
140179,0.166666667
160058,0.166666667
200009,0.166666667
10087,0.25
10137,0.25
30012,0.25
30022,0.25
50103,0.25
50248,0.25
70011,0.25
70036,0.25
110011,0.25
140083,0.25
140095,0.25
140130,0.25
140158,0.25
150026,0.25
180141,0.25
190008,0.25
210019,0.25
210040,0.25
210049,0.25
280081,0.25
310003,0.25
330128,0.25
330193,0.25
330196,0.25
330199,0.25
330201,0.25
330202,0.25
330231,0.25
360037,0.25
400021,0.25
400022,0.25
400044,0.25
420067,0.25
440193,0.25
450176,0.25
500025,0.25
510085,0.25
520004,0.25
520070,0.25
180080,0.25
220074,0.25
30010,0.333333333
40004,0.333333333
40119,0.333333333
50036,0.333333333
50070,0.333333333
50077,0.333333333
50116,0.333333333
50149,0.333333333
50179,0.333333333
50231,0.333333333
50245,0.333333333
50455,0.333333333
50541,0.333333333
50604,0.333333333
50696,0.333333333
60015,0.333333333
70005,0.333333333
70020,0.333333333
100084,0.333333333
100166,0.333333333
100179,0.333333333
100209,0.333333333
100259,0.333333333
100286,0.333333333
100290,0.333333333
110031,0.333333333
110064,0.333333333
110079,0.333333333
130028,0.333333333
140008,0.333333333
140018,0.333333333
140091,0.333333333
150024,0.333333333
170016,0.333333333
180035,0.333333333
190017,0.333333333
190065,0.333333333
190176,0.333333333
210012,0.333333333
220035,0.333333333
220176,0.333333333
230021,0.333333333
230041,0.333333333
230167,0.333333333
230176,0.333333333
240004,0.333333333
240063,0.333333333
240132,0.333333333
250082,0.333333333
260048,0.333333333
260177,0.333333333
290007,0.333333333
300001,0.333333333
300034,0.333333333
310034,0.333333333
310111,0.333333333
310119,0.333333333
320021,0.333333333
330061,0.333333333
330141,0.333333333
330264,0.333333333
340069,0.333333333
340131,0.333333333
350070,0.333333333
360174,0.333333333
380014,0.333333333
390036,0.333333333
390115,0.333333333
390168,0.333333333
390203,0.333333333
390258,0.333333333
410007,0.333333333
420004,0.333333333
420068,0.333333333
420091,0.333333333
440053,0.333333333
440091,0.333333333
440152,0.333333333
450044,0.333333333
450124,0.333333333
450132,0.333333333
450222,0.333333333
450775,0.333333333
460004,0.333333333
500058,0.333333333
30024,0.333333333
50380,0.333333333
60034,0.333333333
90011,0.333333333
100087,0.333333333
100180,0.333333333
100200,0.333333333
100204,0.333333333
100226,0.333333333
110078,0.333333333
110083,0.333333333
140010,0.333333333
180067,0.333333333
220077,0.333333333
220086,0.333333333
230020,0.333333333
230038,0.333333333
260027,0.333333333
330005,0.333333333
330046,0.333333333
330057,0.333333333
330101,0.333333333
330106,0.333333333
330119,0.333333333
330214,0.333333333
330236,0.333333333
340070,0.333333333
360068,0.333333333
360180,0.333333333
380004,0.333333333
390006,0.333333333
390179,0.333333333
420007,0.333333333
420018,0.333333333
420086,0.333333333
440015,0.333333333
440125,0.333333333
440173,0.333333333
450015,0.333333333
450809,0.333333333
450869,0.333333333
460009,0.333333333
460010,0.333333333
490009,0.333333333
500027,0.333333333
10005,0.5
10006,0.5
10019,0.5
10035,0.5
10065,0.5
10089,0.5
10118,0.5
10144,0.5
30001,0.5
30062,0.5
30069,0.5
30083,0.5
30100,0.5
30101,0.5
30105,0.5
30111,0.5
30114,0.5
30123,0.5
30126,0.5
40029,0.5
40078,0.5
40084,0.5
40088,0.5
50002,0.5
50008,0.5
50013,0.5
50030,0.5
50055,0.5
50057,0.5
50078,0.5
50079,0.5
50089,0.5
50102,0.5
50115,0.5
50122,0.5
50125,0.5
50126,0.5
50127,0.5
50133,0.5
50137,0.5
50167,0.5
50191,0.5
50195,0.5
50204,0.5
50225,0.5
50226,0.5
50230,0.5
50254,0.5
50276,0.5
50278,0.5
50281,0.5
50283,0.5
50329,0.5
50342,0.5
50350,0.5
50360,0.5
50414,0.5
50426,0.5
50457,0.5
50468,0.5
50471,0.5
50502,0.5
50506,0.5
50526,0.5
50534,0.5
50575,0.5
50590,0.5
50597,0.5
50616,0.5
50624,0.5
50636,0.5
50663,0.5
50688,0.5
50689,0.5
50690,0.5
50709,0.5
50724,0.5
50727,0.5
50735,0.5
50737,0.5
50739,0.5
50740,0.5
50742,0.5
50760,0.5
50763,0.5
60030,0.5
70012,0.5
70019,0.5
70027,0.5
80003,0.5
90003,0.5
90008,0.5
100014,0.5
100028,0.5
100029,0.5
100030,0.5
100043,0.5
100047,0.5
100050,0.5
100107,0.5
100118,0.5
100122,0.5
100124,0.5
100125,0.5
100173,0.5
100183,0.5
100206,0.5
100211,0.5
100232,0.5
100234,0.5
100239,0.5
100249,0.5
100252,0.5
100268,0.5
100276,0.5
100284,0.5
100302,0.5
100316,0.5
110008,0.5
110023,0.5
110030,0.5
110046,0.5
110075,0.5
110091,0.5
110143,0.5
110150,0.5
110184,0.5
110219,0.5
110226,0.5
110229,0.5
120005,0.5
120007,0.5
130002,0.5
130003,0.5
140002,0.5
140034,0.5
140051,0.5
140063,0.5
140068,0.5
140080,0.5
140082,0.5
140100,0.5
140103,0.5
140133,0.5
140155,0.5
140162,0.5
140166,0.5
140176,0.5
140181,0.5
140184,0.5
140187,0.5
140191,0.5
140200,0.5
140206,0.5
140217,0.5
140240,0.5
140286,0.5
140289,0.5
150007,0.5
150008,0.5
150009,0.5
150010,0.5
150011,0.5
150034,0.5
150042,0.5
150046,0.5
150047,0.5
150059,0.5
150074,0.5
150086,0.5
150090,0.5
150112,0.5
150113,0.5
150128,0.5
150153,0.5
150157,0.5
150176,0.5
160069,0.5
160146,0.5
170012,0.5
170013,0.5
180005,0.5
180011,0.5
180018,0.5
180029,0.5
180036,0.5
180038,0.5
180056,0.5
180093,0.5
180124,0.5
180143,0.5
190004,0.5
190006,0.5
190011,0.5
190013,0.5
190040,0.5
190060,0.5
190086,0.5
190122,0.5
190135,0.5
190202,0.5
190204,0.5
190205,0.5
190250,0.5
190274,0.5
210002,0.5
210015,0.5
210024,0.5
210029,0.5
210033,0.5
210034,0.5
210035,0.5
210044,0.5
210051,0.5
210056,0.5
220010,0.5
220011,0.5
220020,0.5
220063,0.5
220073,0.5
220080,0.5
220084,0.5
220090,0.5
220119,0.5
220175,0.5
230004,0.5
230031,0.5
230142,0.5
230236,0.5
230270,0.5
250007,0.5
250019,0.5
250058,0.5
250072,0.5
250096,0.5
250097,0.5
250100,0.5
250123,0.5
260009,0.5
260017,0.5
260023,0.5
260047,0.5
260094,0.5
260119,0.5
260162,0.5
260176,0.5
260186,0.5
260190,0.5
260193,0.5
260210,0.5
270051,0.5
270057,0.5
280023,0.5
290005,0.5
300012,0.5
300018,0.5
310006,0.5
310021,0.5
310024,0.5
310025,0.5
310031,0.5
310061,0.5
310083,0.5
310084,0.5
310092,0.5
310096,0.5
310112,0.5
310113,0.5
310118,0.5
320002,0.5
320006,0.5
320017,0.5
320018,0.5
330006,0.5
330027,0.5
330064,0.5
330067,0.5
330103,0.5
330127,0.5
330157,0.5
330175,0.5
330181,0.5
330184,0.5
330188,0.5
330221,0.5
330234,0.5
330240,0.5
330246,0.5
330307,0.5
330332,0.5
330340,0.5
330395,0.5
330396,0.5
330397,0.5
330399,0.5
340015,0.5
340020,0.5
340027,0.5
340041,0.5
340042,0.5
340090,0.5
340107,0.5
340109,0.5
340129,0.5
340130,0.5
340132,0.5
340166,0.5
350006,0.5
360008,0.5
360019,0.5
360025,0.5
360082,0.5
360098,0.5
360113,0.5
360132,0.5
360144,0.5
360151,0.5
360172,0.5
360218,0.5
360234,0.5
360236,0.5
360262,0.5
360354,0.5
360359,0.5
370025,0.5
370026,0.5
370089,0.5
370234,0.5
380007,0.5
380027,0.5
380075,0.5
380089,0.5
390002,0.5
390012,0.5
390016,0.5
390026,0.5
390032,0.5
390045,0.5
390061,0.5
390070,0.5
390076,0.5
390080,0.5
390101,0.5
390108,0.5
390113,0.5
390185,0.5
390211,0.5
390225,0.5
400007,0.5
400016,0.5
400019,0.5
400098,0.5
400114,0.5
400127,0.5
410001,0.5
410010,0.5
410011,0.5
420010,0.5
420027,0.5
420036,0.5
420048,0.5
420049,0.5
420065,0.5
420070,0.5
420083,0.5
420098,0.5
440029,0.5
440035,0.5
440065,0.5
440081,0.5
440111,0.5
440176,0.5
440185,0.5
440189,0.5
440194,0.5
440227,0.5
440228,0.5
450007,0.5
450028,0.5
450042,0.5
450128,0.5
450196,0.5
450211,0.5
450280,0.5
450330,0.5
450340,0.5
450352,0.5
450379,0.5
450424,0.5
450469,0.5
450484,0.5
450508,0.5
450518,0.5
450643,0.5
450659,0.5
450702,0.5
450711,0.5
450716,0.5
450730,0.5
450766,0.5
450862,0.5
450885,0.5
460003,0.5
460051,0.5
490011,0.5
490018,0.5
490020,0.5
490041,0.5
490044,0.5
